document_name,date,start_page,end_page,content,author,is_vocabulary
The Art of Impossible ,2023-10-10 01:45:27,26,26,"make things more manageable, scientists split our psychological drivers into two categories: extrinsic and intrinsic", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:46:05,27,27,"External drivers are fantastic, but only until we feel safe and secure—meaning that we have enough money to pay for food, clothing, and shelter and have a little left over for fun.", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:46:51,27,27,"75,000 a year", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 01:52:40,29,29,"Yet, when we talk about drive—the psychological energy that pushes us forward—we’re really talking about the two final systems: play/social engagement and seeking/desire", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:02:33,31,31,"This potent mix explains why people describe flow as their “favorite experience,", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:09:12,34,34,"built correctly, life will feel exciting, interesting, full of possibility, and thick with meaning", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:11:31,36,36,Start by writing down twenty-five things you’re curious about, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:11:36,36,36,HUNT FOR INTERSECTIONS, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:51:03,37,37,This is why creative ideas tend to spiral and why one good idea often leads to the next and the next and the next, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:51:17,37,37,"dopamine tunes signal-to-noise ratios in the brain, which means the neurochemical increases signal, decreases noise, and, as a result, helps us detect more patterns", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:51:45,38,38,"Finally, dopamine, like all neurochemicals, amplifies memory", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:52:39,38,38,"Devote twenty to thirty minutes a day to listening to podcasts, watching videos, reading articles, books, whatever, on any aspect of that overlap", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 02:54:11,39,39,"The goal is to feed those curiosities a little bit at a time, and feed them on a daily basis.", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:17:49,42,42,the fire of passion into the rocket fuel of purpose, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:18:39,43,43,the desire for what we do to matter to other people, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:20:16,42,42,, Steven Kotler  ,True
The Art of Impossible ,2023-10-10 14:23:31,44,44,"the kind of big dream you’re hunting. To hunt your MTP, take out another piece of paper. Pick up your pen again", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:23:35,44,44,"To hunt your MTP, take out another piece of paper. Pick up your pen again", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:23:50,45,45,"The overlap between passion and purpose, that’s what you’re hunting", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:28:58,47,47,Very quickly they discovered that intrinsic motivation (a term that is synonymous with drive) is much more effective than extrinsic motivation in every situation excluding those where our basic needs haven’t been met., Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:29:21,47,47,Autonomous motivation is the opposite. It, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:29:24,48,48,means you’re doing what you’re doing by choice, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:29:43,48,48,Autonomy is always the more powerful driver., Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:30:34,48,48,we’re tapping autonomy correctly when we’re doing what we’re doing because of “interest and enjoyment” and because “it aligns with our core beliefs and values., Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:31:01,48,48,this trio of drivers came first in this book because they’re the foundation required to maximize autonomy, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:32:57,49,49,"20 Percent Time,", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:33:40,50,50,living experiments tell us you can get the results you desire by spending four to five hours a week devoted to your newfound purpose, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:34:47,51,51,"If Patagonia’s example holds true, then the answer is very little autonomy, provided that very little is well deployed", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:36:02,50,50,"Patagonia allows employees to make their own schedules. They still have to work full-time, they just get to decide when to work", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:36:24,51,51,Exercise is a nonnegotiable for peak performance, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:36:49,52,52,The calm optimism that results is critical for longterm peak performance, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:37:42,52,52,"To get the boost in drive that autonomy provides, you need the freedom to control your sleep, work, and exercise schedule", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:38:33,52,52,devote 15 percent of your time to a project that aligns with your core passion and purpose, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:39:14,53,53,Mastery is the desire to get better at the things we do, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:53:52,53,53,dopamine is the biological basis of exploration and innovation, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:55:31,54,54,Flow follows focus. The state can only arise when all of our attention is directed at the present moment, Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:55:41,54,54,Flow follows focus. The state can only arise when all of our attention is directed at the present moment. So that’s exactly what all these triggers do: they drive attention into the now., Steven Kotler  ,False
The Art of Impossible ,2023-10-10 14:57:39,55,55,"And when all five are properly aligned, they lower cognitive load as well", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 15:06:26,61,61,"found that setting goals increased performance and productivity 11 to 25 percent. That’s a fairly extraordinary boost. At the upper end, if an eight-hour day is our baseline, that’s like getting two extra hours of work for free simply by building a mental frame—that is, a goal—around the activity", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 15:07:11,61,61,"other words, the need for autonomy is what drives people to start their own business; goals, meanwhile, are all the individual steps required to actually be in business", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 15:09:06,62,62,"Because the brain is a prediction engine and consciousness is a limited resource, fear and goals are the basic building blocks of our reality", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 15:10:00,63,63,", hard goal (HHG) is a major step along that path", Steven Kotler  ,False
The Art of Impossible ,2023-10-10 15:10:06,63,63,"high, hard goal (HHG) is a major step along that path", Steven Kotler  ,False
